id,title,start,avg_rating,rating_count,low,med,high,want,have,last_sold,for_sale,url
92074,b'The Real Life',1.5, ,59,2.5,3.99,7.06,107,380,"Oct 12, 2021",45,https://www.discogs.com/release/92074
3554,b'Quadrastate',4.66, ,403,4.99,10.03,13.0,1364,2929,"Oct 30, 2021",36,https://www.discogs.com/release/3554
1251893,"b""Ain't No Stopping - Disco Mix '81""",0.75, ,20,0.5,1.94,3.99,15,161,"Sep 19, 2021",37,https://www.discogs.com/release/1251893
687085,b'Sweet Dreams / I Like The Way',2.76, ,18,4.66,6.44,9.99,99,160,"Jan 9, 2021",7,https://www.discogs.com/release/687085
995275,b'Renegade / Daft Skunk',7.7, ,18,5.87,8.24,11.99,87,144,"Sep 12, 2021",4,https://www.discogs.com/release/995275
145504,b'Santa Maria',0.78, ,7,1.77,2.89,4.9,17,44,"Apr 19, 2021",12,https://www.discogs.com/release/145504
243575,b'Outta Space (Remixes)',5.89, ,252,5.3,12.79,27.95,660,1451,"Oct 20, 2021",29,https://www.discogs.com/release/243575
470134,b'King Of The Bongo (Breaks Mix) / Over (DnB Mix)',2.36, ,103,5.0,12.0,15.99,460,642,"Oct 20, 2021",16,https://www.discogs.com/release/470134
654994,b'No Good / Horny Disco Balls',4.42, ,80,4.42,12.2,23.54,314,578,"Sep 17, 2021",8,https://www.discogs.com/release/654994
1026694,b'One More Time / Simon Says',7.77, ,42,8.0,10.41,16.99,184,283,"Oct 1, 2021",3,https://www.discogs.com/release/1026694
135212,b'Time To Shuff EP',8.0, ,70,8.83,15.0,20.7,576,288,"Sep 11, 2021",11,https://www.discogs.com/release/135212
898569,b'Rockstar / Game Over',0.59, ,99,0.59,3.52,5.89,151,780,"Oct 26, 2021",15,https://www.discogs.com/release/898569
153742,b'Tales From A Danceographic Ocean',7.99, ,37,6.9,11.95,16.5,249,169,"Oct 11, 2021",5,https://www.discogs.com/release/153742
1058605,b'All Eyez On Me',50.0, ,1068,19.43,34.92,70.66,3228,11503,"Oct 25, 2021",14,https://www.discogs.com/release/1058605
733408,b'Tunisian Nights',3.31, ,2,0.59,2.22,3.95,13,23,"Mar 13, 2020",11,https://www.discogs.com/release/733408
61888,b'Ich Rocke - Part One',2.0, ,43,1.0,2.0,15.0,60,378,"Oct 16, 2021",40,https://www.discogs.com/release/61888
464831,b'Champs Elys\xc3\xa9es (Sampler) (Part 2 Of 3)',1.79, ,13,0.57,2.35,8.83,70,129,"Apr 4, 2021",22,https://www.discogs.com/release/464831
339518,b'Trouble (Ltd. Edition Album Sampler 1)',1.0, ,28,0.99,2.2,4.86,28,234,"Sep 24, 2021",50,https://www.discogs.com/release/339518
15798848,b'Revolution Sampler',7.99, ,10,9.65,13.1,14.17,25,77,"Jul 31, 2021",13,https://www.discogs.com/release/15798848
87134,b'Vivos En La Muerte',1.17, ,12,0.34,2.15,5.89,46,95,"May 25, 2021",40,https://www.discogs.com/release/87134
21235,b'The Men On Wax E.P. Vol 1',3.5, ,50,1.3,4.57,9.41,165,224,"Jul 1, 2021",15,https://www.discogs.com/release/21235
427287,b'Phat Beats 181',4.0, ,6,1.5,3.46,5.89,50,63,"Jun 29, 2021",7,https://www.discogs.com/release/427287
397168,b'House Nation 187',2.5, ,5,0.9,3.53,5.89,36,88,"Aug 12, 2021",16,https://www.discogs.com/release/397168
711062,b'Phat Beats 194',14.99, ,9,1.0,4.75,14.88,76,53,"Oct 2, 2021",3,https://www.discogs.com/release/711062
560637,b'Phat Beats 198',2.5, ,6,2.25,3.76,8.23,33,41,"Jun 28, 2021",6,https://www.discogs.com/release/560637
426305,b'Phat Beats 200',5.0, ,8,3.52,5.74,9.9,54,45,"Sep 21, 2021",8,https://www.discogs.com/release/426305
547576,b'Phat Beats 201',1.77, ,3,1.17,2.64,5.89,33,44,"Jul 27, 2021",10,https://www.discogs.com/release/547576
560653,b'Phat Beats 206',2.99, ,3,1.0,3.71,7.06,31,40,"Oct 4, 2021",9,https://www.discogs.com/release/560653
889795,b'Phat Beats 210',8.75, ,6,1.52,5.94,8.75,49,46,"Jan 19, 2021",4,https://www.discogs.com/release/889795
2415832,b'DAT Vol 1: Your Love / Bombscare',4.69, ,12,5.87,5.94,7.07,24,70,"Jun 10, 2020",15,https://www.discogs.com/release/2415832
419961,b'The Rough And The Smooth',6.9, ,20,9.0,17.67,27.87,143,202,"Oct 25, 2021",13,https://www.discogs.com/release/419961
1709923,b'Grin And Wriggle',2.36, ,2,0.99,2.0,2.94,7,24,"Jul 3, 2019",13,https://www.discogs.com/release/1709923
2040596,"b'B-Boy Document / Mind, Soul & Body'",1.35, ,14,2.64,3.82,7.49,48,147,"Jul 1, 2021",16,https://www.discogs.com/release/2040596
1925297,b'Rock The Funky Beat',2.65, ,15,0.5,3.09,8.42,100,123,"Apr 11, 2021",4,https://www.discogs.com/release/1925297
202731,b'Woo Hah!! Got You All In Check',3.99, ,87,3.53,5.94,12.94,456,971,"Sep 21, 2021",21,https://www.discogs.com/release/202731
134360,b'Gossip Folks',0.5, ,26,1.0,3.99,5.93,86,438,"Sep 26, 2021",59,https://www.discogs.com/release/134360
5484265,b'Flash',1.5, ,14,2.5,4.9,7.5,42,196,"Oct 25, 2021",33,https://www.discogs.com/release/5484265
13115839,b'Delete / Big Man Skank (VIP)',4.7, ,17,5.01,5.89,10.6,68,127,"Oct 9, 2021",52,https://www.discogs.com/release/13115839
3880279,b'Bad 25',14.99, ,146,16.49,19.0,65.0,482,1378,"Jul 11, 2021",22,https://www.discogs.com/release/3880279
158831,"b""It's Just Another Groove""",0.44, ,18,1.39,3.99,5.0,154,168,"Sep 30, 2021",7,https://www.discogs.com/release/158831
70520,b'The Trip',1.0, ,20,0.59,1.25,3.1,64,150,"May 25, 2021",37,https://www.discogs.com/release/70520
19037,b'The Trip (Remixes)',1.0, ,35,1.17,2.7,7.99,78,287,"Oct 28, 2021",34,https://www.discogs.com/release/19037
67138,b'The Saint',1.17, ,84,0.11,2.43,6.95,137,889,"Oct 13, 2021",61,https://www.discogs.com/release/67138
176908,b'The Sample Slaya - Welcome To The Meat Market - 3 Track Sampler',1.7, ,32,1.95,3.26,7.13,55,341,"Jul 26, 2021",47,https://www.discogs.com/release/176908
35498,b'What Can You Do For Me',0.46, ,25,0.5,1.97,5.87,50,503,"Sep 19, 2021",90,https://www.discogs.com/release/35498
22707,b'Good Rhymes',0.44, ,66,1.17,3.0,4.13,112,656,"Oct 16, 2021",65,https://www.discogs.com/release/22707
1788775,b'The Missile / The Past',1.9, ,2,0.61,1.84,4.0,3,24,"Jun 14, 2021",9,https://www.discogs.com/release/1788775
849452,b'S Files (Case File 2)',1.0, ,8,0.32,1.05,2.0,11,140,"Dec 23, 2020",29,https://www.discogs.com/release/849452
315056,"b""Is It Cos I'm Cool?""",0.88, ,10,1.0,1.47,7.29,19,161,"Sep 4, 2021",37,https://www.discogs.com/release/315056
9134,b'Life Is Sweet',3.52, ,216,2.64,9.43,35.0,551,1791,"Oct 20, 2021",42,https://www.discogs.com/release/9134
813714,b'Mama Say Mama Sa',1.09, ,6,1.17,1.43,3.99,24,41,"May 28, 2021",18,https://www.discogs.com/release/813714
4999380,b'Mellow Song / Turn Dance',4.7, ,4,2.36,3.14,5.29,33,55,"Aug 23, 2021",5,https://www.discogs.com/release/4999380
4186,b'Parklands / Dark Angel',1.99, ,64,0.9,2.43,6.5,52,454,"Oct 8, 2021",38,https://www.discogs.com/release/4186
136615,b'Funky Town',0.8, ,7,1.0,1.63,2.99,30,139,"Oct 7, 2021",33,https://www.discogs.com/release/136615
2214706,"b""Rockin' On The Go Go Scene""",1.0, ,7,0.6,1.99,3.95,18,43,"May 7, 2021",18,https://www.discogs.com/release/2214706
559107,b'Pleasure Seeker',4.0, ,110,4.64,7.85,19.99,197,788,"Sep 29, 2021",35,https://www.discogs.com/release/559107
1857367,b'Troya (Remixes Part 1)',1.9, ,0,0.95,1.98,4.95,8,24,"Oct 19, 2021",5,https://www.discogs.com/release/1857367
10301391,"b""Won't Talk About It""",0.59, ,5,0.88,1.49,4.6,16,51,"Aug 31, 2021",28,https://www.discogs.com/release/10301391
74529,b'Dub Be Good To Me (Remixes)',1.99, ,41,2.34,3.13,11.77,161,340,"Oct 16, 2021",39,https://www.discogs.com/release/74529
57930,b'The Virgo EP',0.6, ,23,1.48,2.8,7.67,26,198,"Oct 11, 2021",27,https://www.discogs.com/release/57930
782475,b'Gypsy Woman (La Da Dee) Rap Version',0.79, ,4,0.59,1.63,4.0,12,65,"Jul 12, 2021",31,https://www.discogs.com/release/782475
20970,b'Afrika Shox',0.88, ,127,2.61,3.53,10.59,221,1310,"Oct 25, 2021",64,https://www.discogs.com/release/20970
106941,b'Blow The Whole Joint Up',1.48, ,26,1.17,1.84,5.89,42,210,"Jul 26, 2021",41,https://www.discogs.com/release/106941
57461,b'Mod Appeal',2.65, ,31,4.99,6.85,9.41,190,138,"Sep 24, 2021",11,https://www.discogs.com/release/57461
35433,b'Away',7.66, ,26,3.89,6.6,11.77,169,78,"Oct 19, 2021",1,https://www.discogs.com/release/35433
1237269,b'Shock Out! / Labyrinth',2.99, ,93,2.92,4.69,10.0,138,547,"Nov 7, 2021",14,https://www.discogs.com/release/1237269
9484275,b'Gothenburg Cluster',20.01, ,13,12.23,20.57,26.99,48,89,"Sep 27, 2021",4,https://www.discogs.com/release/9484275
3261271,b'Shackled',3.19, ,32,1.85,5.3,10.96,123,264,"May 29, 2021",11,https://www.discogs.com/release/3261271
1409209,b'All By Yourself EP',1.12, ,4,0.71,1.02,1.76,8,29,"Aug 26, 2020",12,https://www.discogs.com/release/1409209
7259872,b'Gone',1.0, ,0,0.5,1.63,3.52,9,10,"Oct 9, 2019",4,https://www.discogs.com/release/7259872
10161164,b'Mission Control / Get Set',1.99, ,1,0.0,0.0,0.0,1,7,0,5,https://www.discogs.com/release/10161164
2449042,b'Cold One / Fallen Angel',3.53, ,31,2.92,5.0,10.95,65,190,"Sep 19, 2021",10,https://www.discogs.com/release/2449042
2834212,b'Out There / Athos',3.95, ,23,4.71,5.89,8.24,77,159,"Sep 29, 2021",10,https://www.discogs.com/release/2834212
528006,b'Down And Under',1.17, ,3,0.18,1.23,6.78,10,32,"Jul 5, 2021",25,https://www.discogs.com/release/528006
130421,b'Lonely',0.99, ,17,0.8,1.42,3.0,21,70,"Oct 19, 2021",26,https://www.discogs.com/release/130421
45303,"b""What's That Noise?""",1.99, ,80,3.5,5.6,7.9,105,579,"Sep 24, 2021",48,https://www.discogs.com/release/45303
9433709,b'Voodoo People',60.0, ,2,8.24,18.0,24.99,162,23,"Aug 17, 2021",1,https://www.discogs.com/release/9433709
40639,b'The Analogue Theatre',7.0, ,101,6.54,14.4,20.0,324,499,"Oct 22, 2021",11,https://www.discogs.com/release/40639
5094444,b'Sugar Is Sweeter',2.5, ,24,2.98,5.7,10.0,235,167,"Oct 23, 2021",12,https://www.discogs.com/release/5094444
197062,b'Mestizo',0.88, ,16,0.99,3.52,5.0,61,166,"Oct 1, 2021",76,https://www.discogs.com/release/197062
79117,b'Six Days',13.0, ,19,7.5,11.5,20.61,110,93,"Oct 16, 2021",2,https://www.discogs.com/release/79117
307754,"b""Bobby's Delhi""",0.88, ,13,0.75,1.4,4.37,22,100,"Mar 7, 2021",23,https://www.discogs.com/release/307754
2837156,b'Thoia Thoing (Remixes)',0.87, ,4,0.9,2.11,5.0,20,130,"Aug 17, 2021",59,https://www.discogs.com/release/2837156
9410131,b'Soul Recognition EP',7.07, ,108,9.9,12.0,16.0,546,573,"Sep 17, 2021",17,https://www.discogs.com/release/9410131
1153568,b'Angels & Men EP',1.17, ,8,0.93,1.99,3.52,15,56,"Jun 6, 2021",14,https://www.discogs.com/release/1153568
80176,b'Toba',0.5, ,45,0.59,3.34,4.41,40,301,"Aug 17, 2021",46,https://www.discogs.com/release/80176
597424,"b""Don't Step""",1.76, ,14,1.8,3.52,5.0,8,84,"Feb 7, 2021",31,https://www.discogs.com/release/597424
1220103,b'Dooms Night',5.0, ,16,1.3,5.08,12.99,90,123,"Oct 13, 2021",10,https://www.discogs.com/release/1220103
209610,b'Pump Up The Jam (Part 2)',2.0, ,21,1.9,2.62,3.0,73,139,"Sep 9, 2021",23,https://www.discogs.com/release/209610
68512,b'Dance To The Music',1.0, ,7,0.75,1.58,3.74,13,67,"Jul 14, 2021",44,https://www.discogs.com/release/68512
446281,b'Take It',1.0, ,21,1.0,2.72,5.0,47,223,"Oct 8, 2021",37,https://www.discogs.com/release/446281
5035,b'25.17',0.99, ,54,1.5,2.99,4.0,38,302,"Oct 28, 2021",40,https://www.discogs.com/release/5035
120278,b'You',2.0, ,32,1.77,3.95,12.0,85,179,"Sep 21, 2021",30,https://www.discogs.com/release/120278
7544969,b' This Raw Feeling ',13.0, ,108,8.99,16.33,26.99,654,714,"Oct 29, 2021",20,https://www.discogs.com/release/7544969
136472,b'Freak',5.0, ,75,4.26,8.0,9.99,158,456,"Oct 21, 2021",13,https://www.discogs.com/release/136472
213026,"b""Let's Groove""",0.8, ,12,0.98,1.64,2.49,18,84,"Jun 18, 2021",35,https://www.discogs.com/release/213026
49491,b'Ladybird',1.17, ,18,1.17,2.95,7.62,36,102,"Oct 25, 2021",27,https://www.discogs.com/release/49491
152689,"b'For Lovers, Not Fighters'",4.95, ,79,1.76,4.71,9.41,219,441,"Aug 30, 2021",11,https://www.discogs.com/release/152689
14251562,b'Pulp Fiction: Music From The Motion Picture',22.08, ,181,19.39,27.37,37.06,613,3550,"Oct 24, 2021",22,https://www.discogs.com/release/14251562
144183,"b""Freek'n You""",6.0, ,91,6.75,9.54,23.85,514,852,"Oct 11, 2021",25,https://www.discogs.com/release/144183
517459,b'Robot Girl',1.03, ,10,1.77,2.97,5.43,43,162,"Sep 29, 2021",57,https://www.discogs.com/release/517459
71730,b'Tell Me When The Fever Ended',0.59, ,74,0.59,1.66,3.0,105,813,"Oct 17, 2021",172,https://www.discogs.com/release/71730
10292,b'Freshglow EP',7.0, ,45,7.51,11.72,21.2,360,141,"Nov 13, 2020",9,https://www.discogs.com/release/10292
201872,b'Rocket Fuel',2.36, ,28,5.89,10.29,17.67,200,223,"Aug 30, 2021",20,https://www.discogs.com/release/201872
894473,b'Bring 4th Ya Booty (Remixes)',1.77, ,12,1.77,1.92,3.53,28,92,"Oct 28, 2021",22,https://www.discogs.com/release/894473
140120,b'The Sound Of Movement Vinyl Sampler 01',1.12, ,27,0.57,1.41,4.13,43,274,"Jan 24, 2021",23,https://www.discogs.com/release/140120
311765,b'Cyclone',9.0, ,128,4.54,7.03,16.0,311,665,"Sep 19, 2021",5,https://www.discogs.com/release/311765
114160,b'Respect The Cock',0.99, ,21,0.91,1.77,4.42,53,178,"Aug 17, 2021",15,https://www.discogs.com/release/114160
8465720,b'Play',26.5, ,748,26.0,30.21,52.99,2510,6788,"Nov 26, 2021",56,https://www.discogs.com/release/8465720
230566,b'Give A Little',0.88, ,116,2.65,4.57,7.5,227,781,"Oct 27, 2021",44,https://www.discogs.com/release/230566
183131,b'Too Bad / Shut Up',2.0, ,16,0.11,2.72,3.9,50,136,"Jan 20, 2021",24,https://www.discogs.com/release/183131
1143311,b'Drop Audio',5.43, ,53,4.99,10.65,21.2,225,342,"Oct 10, 2021",4,https://www.discogs.com/release/1143311
1345422,b'Oneway Highway',1.0, ,3,1.0,1.0,1.0,7,15,"Jun 30, 2021",14,https://www.discogs.com/release/1345422
198203,b'Music & You',1.5, ,32,0.55,2.0,3.99,39,201,"Oct 12, 2021",31,https://www.discogs.com/release/198203
970034,b'Dance',1.28, ,1,0.85,1.28,2.11,8,21,"Oct 1, 2021",8,https://www.discogs.com/release/970034
1508621,b'Tical 2000 Instrumental LP',9.0, ,11,0.99,9.95,44.95,116,83,"Jun 15, 2021",6,https://www.discogs.com/release/1508621
12695505,b'Zero Waste',0.0, ,5,0.0,0.0,0.0,1,40,0,0,https://www.discogs.com/release/12695505
175932,b'Star 69 (What The F**k)',0.0, ,9,2.0,4.99,7.06,97,41,"Mar 16, 2020",0,https://www.discogs.com/release/175932
1182963,b'Respect The Cock / New Years Day',1.0, ,12,0.49,1.54,6.23,18,67,"Aug 17, 2020",23,https://www.discogs.com/release/1182963
299817,b'Call Me',0.57, ,53,1.0,2.34,4.71,45,382,"Nov 24, 2021",52,https://www.discogs.com/release/299817
445341,b'Adventures In Success',17.67, ,21,5.04,10.0,14.95,306,174,"Aug 11, 2021",3,https://www.discogs.com/release/445341
3812705,b'Presents The Nastyest Battle Breaks',10.0, ,10,1.0,6.78,15.0,65,135,"Sep 5, 2021",13,https://www.discogs.com/release/3812705
7184,b'Musical Ethics EP',0.44, ,41,1.0,1.72,5.99,121,338,"Sep 30, 2021",55,https://www.discogs.com/release/7184
685577,b'Insane Bangers Volume II',12.62, ,35,10.6,14.57,22.08,157,255,"Sep 12, 2021",11,https://www.discogs.com/release/685577
12814480,"b""It's Album Time""",21.19, ,51,28.27,33.95,94.01,527,633,"Oct 11, 2021",11,https://www.discogs.com/release/12814480
179472,b'Ya Dig?',0.57, ,16,0.53,1.17,6.18,14,111,"Oct 25, 2021",41,https://www.discogs.com/release/179472
31277,b'Go',14.07, ,376,4.0,17.45,35.32,1662,2357,"Nov 2, 2021",16,https://www.discogs.com/release/31277
123900,b'The Groove',0.44, ,17,0.53,1.5,5.0,21,99,"May 12, 2021",28,https://www.discogs.com/release/123900
64274,b'I See You Baby',4.42, ,25,3.5,4.86,10.49,148,243,"Oct 12, 2021",14,https://www.discogs.com/release/64274
1058960,b'If Everybody Looked The Same',1.77, ,22,0.88,3.63,5.04,62,396,"Oct 8, 2021",34,https://www.discogs.com/release/1058960
850781,b'Pink Body',1.86, ,12,1.59,2.49,4.7,31,42,"Mar 10, 2021",14,https://www.discogs.com/release/850781
55066,b'Help Me',0.88, ,64,1.17,3.0,5.23,130,461,"Aug 26, 2021",40,https://www.discogs.com/release/55066
135562,b'Perfecto Breaks - Rennie Pilgrem (Sampler 1)',1.0, ,35,2.36,3.99,5.3,105,301,"Sep 1, 2021",14,https://www.discogs.com/release/135562
13537657,b'Friendship',11.95, ,7,15.0,22.37,35.33,22,45,"Sep 10, 2021",8,https://www.discogs.com/release/13537657
16227441,b'Magic Plush',16.99, ,41,13.3,15.65,23.5,236,257,"Sep 29, 2021",10,https://www.discogs.com/release/16227441
105814,b'Take Your Partner By The Hand',1.17, ,25,2.0,2.92,4.9,44,255,"Oct 24, 2021",36,https://www.discogs.com/release/105814
946669,"b""Get Up (I Feel Like Being A) Sex Machine (1991 EQ'd Version)""",1.41, ,15,3.52,4.71,8.24,56,143,"Jul 21, 2021",29,https://www.discogs.com/release/946669
111311,b'Gangsta Gangsta / Dopeman (Drum & Bass Mixes)',1.77, ,57,2.64,5.15,12.62,165,495,"Oct 6, 2021",17,https://www.discogs.com/release/111311
12066554,b'Heat',30.92, ,41,7.7,14.06,17.67,262,241,"Apr 12, 2021",3,https://www.discogs.com/release/12066554
34228,b'Plastic Dreams (Mixes)',9.57, ,182,10.0,16.18,18.0,1258,1361,"Oct 16, 2021",38,https://www.discogs.com/release/34228
1870879,b'Get On The Floor',1.17, ,1,0.0,0.0,0.0,1,4,0,6,https://www.discogs.com/release/1870879
20348,b'Spacehopper',0.87, ,234,0.59,2.99,4.71,175,1556,"Sep 28, 2021",50,https://www.discogs.com/release/20348
19871,b'The Goodlife / Ochun',1.9, ,14,0.82,3.66,8.83,26,96,"May 5, 2021",18,https://www.discogs.com/release/19871
726207,"b""Ain't No Other Man""",2.93, ,32,2.21,5.43,12.87,98,410,"Oct 24, 2021",31,https://www.discogs.com/release/726207
9053004,b'Redscale 08',8.99, ,41,3.4,9.4,12.35,120,218,"Apr 27, 2021",10,https://www.discogs.com/release/9053004
189138,b'Watch Out Now',2.21, ,225,2.21,3.84,14.03,342,2325,"Nov 6, 2021",70,https://www.discogs.com/release/189138
119964,b'Gotta Get Thru This',2.5, ,12,0.9,1.6,4.0,66,110,"Sep 24, 2021",17,https://www.discogs.com/release/119964
327859,b'Love So True / You See Me In 3D Remixes',1.0, ,9,1.0,3.0,5.29,52,108,"Aug 9, 2021",43,https://www.discogs.com/release/327859
322360,"b""'03 Bonnie & Clyde""",1.77, ,26,1.63,2.99,9.41,118,466,"Oct 26, 2021",49,https://www.discogs.com/release/322360
266193,b'Bring The Acid',3.0, ,13,0.88,4.49,8.21,44,90,"Aug 12, 2021",5,https://www.discogs.com/release/266193
403490,b'RTZ Tools 3',0.79, ,12,1.17,1.64,4.41,23,133,"Aug 25, 2021",17,https://www.discogs.com/release/403490
2877983,b'Ragysh',8.83, ,268,10.6,13.51,19.99,1384,2047,"Nov 4, 2021",27,https://www.discogs.com/release/2877983
15047354,b'W 63 Minuty Dooko\xc5\x82a \xc5\x9awiata',64.0, ,8,0.0,0.0,0.0,13,64,0,3,https://www.discogs.com/release/15047354
15047338,b'W 63 Minuty Dooko\xc5\x82a \xc5\x9awiata',64.0, ,5,55.0,56.95,58.89,19,60,"Apr 9, 2021",5,https://www.discogs.com/release/15047338
60796,b'Keep Hope Alive (Featuring Mixes By Midfield General & George Acosta)',1.17, ,40,1.95,3.17,8.0,88,324,"Sep 8, 2021",40,https://www.discogs.com/release/60796
53307,b'Mirage',1.0, ,50,0.79,1.77,4.66,81,325,"Oct 11, 2021",58,https://www.discogs.com/release/53307
117428,b'Fashion',0.8, ,25,1.0,2.0,7.0,47,187,"Oct 14, 2021",43,https://www.discogs.com/release/117428
1676821,b'Atmosphere E.P. Vol. 1',5.77, ,91,4.32,9.86,13.0,737,504,"Oct 17, 2021",7,https://www.discogs.com/release/1676821
577518,b'Free Your Soul',0.99, ,2,0.99,2.0,4.42,9,15,"Dec 19, 2019",9,https://www.discogs.com/release/577518
74865,"b'Same Old Acid, Same Old Lies / New Riff, New Century'",1.17, ,20,0.84,3.52,7.94,55,114,"Oct 7, 2021",12,https://www.discogs.com/release/74865
